TIMESTAMP,CPU,MEM
1733326848,0,17374
1733326848,0,17374
1733326848,0,17374
1733326849,0,24461
1733326850,0,20127
1733326850,0,20127
1733326850,0,20127
1733326850,1,25358
1733326851,1,20620
1733326851,1,20620
1733326851,1,20620
1733326851,2,25069
1733326852,2,20625
1733326852,2,20625
1733326852,2,20625
1733326853,1,25813
1733326853,2,20660
1733326853,2,20660
1733326853,2,20660
1733326854,2,25045
1733326854,1,20666
1733326854,1,20666
1733326854,1,20666
1733326855,1,25054
1733326856,6.7,20656
1733326856,6.7,20656
1733326856,6.7,20656
1733326857,2,25049
1733326857,2,20667
1733326857,2,20667
1733326857,2,20667
1733326858,1,18472
1733326858,7.7,20687
1733326858,7.7,20687
1733326858,7.7,20687
1733326859,2,19936
1733326859,2,20650
1733326859,2,20650
1733326859,2,20650
1733326860,1,17915
1733326861,1,20637
1733326861,1,20637
1733326861,1,20637
1733326862,1,17906
1733326862,1,20628
1733326862,1,20628
1733326862,1,20628
1733326863,1,17916
1733326863,3,20612
1733326863,3,20612
1733326863,3,20612
1733326864,6.7,17921
1733326864,0,20632
1733326864,0,20632
1733326864,0,20632
1733326865,2,17909
1733326866,2,20654
1733326866,2,20654
1733326866,2,20654
1733326867,2,17909
1733326867,2,20587
1733326867,2,20587
1733326867,2,20587
1733326868,1,17908
1733326868,1,20617
1733326868,1,20617
1733326868,1,20617
1733326869,1,17903
1733326869,8.7,20578
1733326869,8.7,20578
1733326869,8.7,20578
1733326870,7.7,17909
1733326871,1,20598
1733326871,1,20598
1733326871,1,20598
1733326872,1,17891
1733326872,1,20572
1733326872,1,20572
1733326872,1,20572
1733326873,2,17859
1733326873,2,20623
1733326873,2,20623
1733326873,2,20623
1733326874,2,17845
1733326874,2,20151
1733326874,2,20151
1733326874,2,20151
1733326876,1,17844
1733326876,1,30252
1733326876,1,30252
1733326876,1,30252
1733326877,2,17844
1733326877,2,30470
1733326877,2,30466
1733326877,2,30470
1733326878,2,17844
1733326878,2,30397
1733326878,2,30397
1733326878,2,30397
1733326879,2,17844
1733326879,2,30430
1733326879,2,30430
1733326879,2,30430
1733326881,1,17844
1733326881,1,21121
1733326881,1,21121
1733326881,1,21121
1733326882,2,17844
1733326882,2,30386
1733326882,2,30386
1733326882,2,30386
1733326883,2,17844
1733326883,2,21082
1733326883,2,21082
1733326883,2,21082
1733326884,1,17844
1733326884,1,21102
1733326884,1,21102
1733326884,1,21102
1733326886,1,17844
1733326886,1,21123
1733326886,1,30387
1733326886,1,30387
1733326887,1,17844
1733326887,6.2,30440
1733326887,6.7,30440
1733326887,6.7,30440
1733326888,7.7,17847
1733326888,7.7,30416
1733326888,7.7,30416
1733326888,7.7,30416
1733326889,1,17847
1733326889,1,20675
1733326889,1,30286
1733326889,1,30286
1733326891,8.2,17847
1733326891,8.7,17847
1733326891,8.7,20196
1733326891,8.7,20196
1733326892,2,17847
1733326892,2,17847
1733326892,2,17847
1733326892,2,17847
1733326893,1,17847
1733326893,1,17847
1733326893,1,17847
1733326893,1,17847
1733326894,2,17847
1733326894,2,17847
1733326894,2,17847
1733326894,2,17847
1733326896,1,17847
1733326896,1,17847
1733326896,1,17847
1733326896,1,17847
1733326897,3,17847
1733326897,3,17847
1733326897,3,17847
1733326897,3,17847
1733326898,6.7,17847
1733326898,6.7,17847
1733326898,6.7,17847
1733326898,6.7,17847
1733326899,2,17847
1733326899,2,17847
1733326899,2,17847
1733326899,2,17847
1733326901,2,17847
1733326901,2,17847
1733326901,2,17847
1733326901,2,17847
1733326902,2,17847
1733326902,2,17847
1733326902,2,17847
1733326902,2,17847
1733326903,2,17847
1733326903,2,17847
1733326903,2,17847
1733326903,2,17847
1733326904,1,17847
1733326904,1,17847
1733326904,1,17847
1733326904,1,17847
1733326906,7.7,17847
1733326906,7.7,17847
1733326906,7.7,17847
1733326906,7.7,17847
1733326907,1,17847
1733326907,1,17847
1733326907,1,17847
1733326907,1,17847
1733326908,1,17847
1733326908,1,17847
1733326908,6.7,17847
1733326908,6.7,17847
1733326909,2,17847
1733326909,7.7,17847
1733326909,7.7,17847
1733326909,7.7,17847
1733326911,0,17847
1733326911,0,17847
1733326911,0,17847
1733326911,0,17847
1733326912,0,17847
1733326912,0,17847
1733326912,0,17847
1733326912,0,17847
1733326913,0,17847
1733326913,0,17847
1733326913,0,17847
1733326913,0,17847
1733326914,0,17847
1733326914,0,17847
1733326914,0,17847
1733326914,0,17847
1733326916,0,17847
1733326916,0,17847
1733326916,0,17847
1733326916,0,17847
1733326917,0,17847
1733326917,0,17847
1733326917,0,17847
1733326917,0,17847
1733326918,0,17847
1733326918,0,17847
1733326918,0,17847
1733326918,0,17847
1733326919,0,17847
1733326919,0,17847
1733326919,0,17847
1733326919,0,17847
1733326921,0,17847
1733326921,0,17847
1733326921,0,17847
1733326921,0,17847
1733326922,0,17847
1733326922,0,17847
1733326922,0,17847
1733326922,0,17847
1733326923,0,17847
1733326923,0,17847
1733326923,0,17847
1733326923,0,17847
1733326924,0,17847
1733326924,0,17847
1733326924,0,17847
1733326924,0,17847
1733326926,0,17847
1733326926,0,17847
1733326926,0,17847
1733326926,0,17847
1733326927,0,17847
1733326927,0,17847
1733326927,0,17847
1733326927,0,17847
1733326928,0,17847
1733326928,0,17847
1733326928,0,17847
1733326928,0,17847
1733326929,0,17847
1733326929,0,17847
1733326929,0,17847
1733326929,0,17847
1733326931,0,17847
1733326931,0,17847
1733326931,0,17847
1733326931,0,17847
1733326932,0,17847
1733326932,0,17847
1733326932,0,17847
1733326932,0,17847
1733326933,0,17847
1733326933,0,17847
1733326933,0,17847
1733326933,0,17847
1733326934,0,17847
1733326934,0,17847
1733326934,0,17847
1733326934,0,17847
1733326936,0,17847
1733326936,0,17847
1733326936,0,17847
1733326936,0,17847
1733326937,0,17847
1733326937,0,17847
